,neuron_idx,ctrl_cell_class,damgo_cell_class,gnap01_cell_class,gnap03_cell_class,gnap05_cell_class,damgo_gnap01_cell_class,damgo_gnap03_cell_class,damgo_gnap05_cell_class,num_exc_inputs,num_inh_inputs
93,93,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,2.0
94,94,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,5.0,1.0
95,95,tonic,burst,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
96,96,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
97,97,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,0.0
98,98,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
99,99,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,1.0
100,100,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
101,101,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,2.0
102,102,burst,quiescent,burst,tonic,tonic,quiescent,quiescent,burst,1.0,0.0
103,103,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,2.0
104,104,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,0.0
105,105,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
106,106,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,2.0
107,107,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
108,108,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,1.0
109,109,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
110,110,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,1.0
111,111,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,0.0
112,112,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,2.0
113,113,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,1.0,0.0
114,114,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,1.0
115,115,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,0.0
116,116,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
117,117,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,2.0
118,118,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
119,119,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,2.0
120,120,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
121,121,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
122,122,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
123,123,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,3.0,1.0
124,124,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,5.0,1.0
125,125,tonic,quiescent,tonic,tonic,tonic,burst,burst,tonic,2.0,0.0
126,126,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
127,127,burst,quiescent,burst,burst,burst,quiescent,burst,burst,3.0,1.0
128,128,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,0.0
129,129,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,8.0,1.0
130,130,tonic,burst,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
131,131,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
132,132,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,1.0
133,133,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,1.0,2.0
134,134,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,6.0,1.0
135,135,tonic,burst,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
136,136,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,7.0,0.0
137,137,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,1.0
138,138,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
139,139,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,0.0,0.0
140,140,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
141,141,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
142,142,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,1.0
143,143,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,3.0,0.0
144,144,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,5.0,0.0
145,145,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,1.0
146,146,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,1.0
147,147,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,0.0,1.0
148,148,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,0.0
149,149,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
150,150,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
151,151,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,0.0
152,152,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
153,153,burst,quiescent,burst,tonic,tonic,quiescent,quiescent,burst,1.0,1.0
154,154,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
155,155,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
156,156,tonic,quiescent,tonic,tonic,tonic,tonic,burst,burst,1.0,1.0
157,157,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
158,158,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
159,159,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
160,160,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,2.0,1.0
161,161,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,0.0
162,162,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
163,163,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,2.0
164,164,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,0.0
165,165,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,4.0,0.0
166,166,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
167,167,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
168,168,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
169,169,tonic,quiescent,tonic,tonic,tonic,burst,burst,tonic,6.0,2.0
170,170,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,1.0
171,171,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,1.0
172,172,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,0.0
173,173,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,0.0,0.0
174,174,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,0.0
175,175,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
176,176,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,1.0
177,177,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
178,178,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
179,179,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
180,180,tonic,quiescent,tonic,tonic,tonic,quiescent,quiescent,burst,2.0,1.0
181,181,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,1.0
182,182,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
183,183,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,1.0
184,184,burst,quiescent,burst,burst,burst,quiescent,burst,burst,1.0,0.0
185,185,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,2.0
186,186,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
187,187,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,4.0
188,188,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,0.0,1.0
189,189,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,3.0,1.0
190,190,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,1.0
191,191,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,1.0
192,192,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
193,193,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,1.0,0.0
194,194,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,1.0
195,195,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
196,196,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
197,197,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
198,198,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,0.0
199,199,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,1.0
200,200,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,1.0,0.0
201,201,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
202,202,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
203,203,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,3.0,0.0
204,204,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
205,205,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,4.0,0.0
206,206,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,5.0,0.0
207,207,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
208,208,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
209,209,tonic,burst,tonic,tonic,tonic,burst,burst,burst,5.0,0.0
210,210,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
211,211,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
212,212,tonic,quiescent,tonic,tonic,tonic,burst,burst,tonic,4.0,0.0
213,213,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,1.0
214,214,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
215,215,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,1.0
216,216,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
217,217,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,1.0
218,218,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
219,219,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
220,220,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,2.0
221,221,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
222,222,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,1.0
223,223,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
224,224,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
225,225,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,2.0,1.0
226,226,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,8.0,0.0
227,227,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,0.0
228,228,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
229,229,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
230,230,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
231,231,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
232,232,tonic,burst,tonic,tonic,tonic,burst,burst,burst,4.0,1.0
233,233,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,0.0
234,234,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
235,235,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,3.0,1.0
236,236,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
237,237,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
238,238,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,1.0,1.0
239,239,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,0.0,0.0
240,240,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
241,241,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,5.0,1.0
242,242,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
243,243,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
244,244,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
245,245,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,2.0
246,246,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,1.0
247,247,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
248,248,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
249,249,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,0.0
250,250,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,4.0,0.0
251,251,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
252,252,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,2.0
253,253,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,1.0
254,254,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,2.0
255,255,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
256,256,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
257,257,burst,quiescent,burst,burst,tonic,quiescent,burst,burst,1.0,1.0
258,258,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,0.0
259,259,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
260,260,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,2.0
261,261,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,2.0
262,262,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
263,263,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
264,264,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,4.0,0.0
265,265,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
266,266,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,2.0
267,267,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,4.0,0.0
268,268,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,1.0
269,269,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
270,270,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
271,271,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,0.0
272,272,tonic,quiescent,tonic,tonic,tonic,burst,burst,tonic,0.0,1.0
273,273,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
274,274,tonic,quiescent,tonic,tonic,tonic,tonic,burst,burst,1.0,1.0
275,275,burst,quiescent,burst,tonic,tonic,quiescent,quiescent,burst,3.0,2.0
276,276,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,1.0
277,277,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
278,278,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
279,279,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
280,280,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,6.0,0.0
281,281,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,0.0
282,282,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
283,283,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,1.0
284,284,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,5.0,1.0
285,285,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,1.0,0.0
286,286,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,5.0,1.0
287,287,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,2.0
288,288,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
289,289,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,2.0,0.0
290,290,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
291,291,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
292,292,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,0.0
293,293,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,0.0
294,294,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
295,295,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
296,296,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
297,297,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
298,298,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,6.0,1.0
299,299,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,2.0
